"BIRTH_DATE","CowId","herd","ENTER_HERD_DATE","LEFT_HERD_DATE","LEFT_HERD_CODE"
18FEB2016,570,3,18FEB2016,06MAR2018,26
18FEB2016,571,3,18FEB2016,,.
11MAR2016,572,3,11MAR2016,26APR2016,14
22MAR2016,573,3,22MAR2016,,.
10APR2016,574,3,10APR2016,,.
12APR2016,575,3,12APR2016,19APR2016,21
29MAR2016,576,2,29MAR2016,,.
01JUN2016,577,3,01JUN2016,,.
28MAY2016,578,3,28MAY2016,,.
31MAY2016,579,3,31MAY2016,,.
28MAY2016,580,3,28MAY2016,,.
04JUN2016,581,3,04JUN2016,,.
06JUN2016,582,3,06JUN2016,16JUL2016,14
09MAY2016,583,2,09MAY2016,,.
03JUN2016,584,2,03JUN2016,,.
21JUN2016,585,3,21JUN2016,,.
28JUN2016,586,3,28JUN2016,,.
15JUL2016,587,2,15JUL2016,,.
15JUN2016,588,2,15JUN2016,,.
20JUN2016,589,2,20JUN2016,,.
25JUN2016,590,2,25JUN2016,,.
30JUN2016,591,2,30JUN2016,,.
01JUL2016,592,2,01JUL2016,,.
19JUL2016,593,3,19JUL2016,16NOV2017,14
06AUG2016,594,2,06AUG2016,,.
12AUG2016,595,2,12AUG2016,,.
19AUG2016,596,3,19AUG2016,16NOV2017,14
26AUG2016,597,3,26AUG2016,,.
08SEP2016,598,3,08SEP2016,,.
08SEP2016,599,2,08SEP2016,,.
11SEP2016,600,2,11SEP2016,01MAY2017,14
18SEP2016,601,2,18SEP2016,,.
24SEP2016,602,3,24SEP2016,,.
19SEP2016,603,3,19SEP2016,16NOV2017,14
19SEP2016,604,3,19SEP2016,,.
22SEP2016,605,2,22SEP2016,,.
02OCT2016,606,2,02OCT2016,,.
04OCT2016,607,2,04OCT2016,,.
18OCT2016,608,3,18OCT2016,,.
30OCT2016,609,3,30OCT2016,,.
23OCT2016,610,3,23OCT2016,,.
23OCT2016,611,3,23OCT2016,,.
23OCT2016,612,3,23OCT2016,,.
14OCT2016,613,3,14OCT2016,,.
26OCT2016,614,2,26OCT2016,,.
08NOV2016,615,2,08NOV2016,,.
14NOV2016,616,2,14NOV2016,,.
17NOV2016,617,2,17NOV2016,,.
23NOV2016,618,2,23NOV2016,,.
01DEC2016,619,2,01DEC2016,,.
06DEC2016,620,2,06DEC2016,,.
07NOV2016,621,3,07NOV2016,,.
14NOV2016,622,3,14NOV2016,,.
17NOV2016,623,3,17NOV2016,,.
20NOV2016,624,3,20NOV2016,,.
02DEC2016,625,3,02DEC2016,,.
30JUL2015,626,3,30JUL2015,,.
19JUN2015,627,3,19JUN2015,14DEC2017,12
05DEC2016,628,3,05DEC2016,,.
14OCT2015,629,3,14OCT2015,,.
05FEB2016,630,3,05FEB2016,,.
23APR2016,631,3,23APR2016,,.
14MAY2016,632,3,14MAY2016,,.
05JUL2016,633,3,05JUL2016,,.
30JUL2015,634,3,30JUL2015,,.
03JAN2017,635,1,03JAN2017,,.
22DEC2016,636,2,22DEC2016,,.
03JAN2017,637,2,03JAN2017,,.
13DEC2016,638,3,13DEC2016,,.
07JAN2017,639,3,07JAN2017,,.
09JAN2017,640,3,09JAN2017,,.
10FEB2017,641,3,10FEB2017,,.
05FEB2017,642,3,05FEB2017,,.
09FEB2017,643,3,09FEB2017,,.
18JAN2017,644,2,18JAN2017,,.
12FEB2017,645,2,12FEB2017,,.
17FEB2017,646,2,17FEB2017,,.
18SEP2013,647,3,16FEB2017,,.
05MAR2017,648,3,05MAR2017,,.
31JUL2014,649,2,31JUL2014,,.
09MAR2017,650,2,09MAR2017,,.
09MAR2017,651,2,09MAR2017,,.
14MAR2017,652,2,14MAR2017,,.
10MAR2017,653,2,14MAR2017,,.
17MAR2017,654,3,17MAR2017,,.
19MAR2017,655,3,19MAR2017,,.
26MAR2017,656,3,26MAR2017,,.
26SEP2015,657,2,26SEP2016,,.
02OCT2015,658,2,02OCT2016,,.
02OCT2015,659,2,02OCT2016,,.
02OCT2015,660,2,02OCT2016,,.
12APR2017,661,2,12APR2017,,.
20APR2017,662,2,20APR2017,,.
21APR2017,663,2,21APR2017,,.
26APR2017,664,2,26APR2017,,.
26APR2017,665,2,26APR2017,,.
13APR2017,666,3,13APR2017,,.
16APR2017,667,3,16APR2017,,.
20APR2017,668,3,20APR2017,,.
28APR2017,669,3,28APR2017,,.
15MAY2017,670,3,15MAY2017,,.
10MAY2017,671,2,10MAY2017,,.
29MAY2017,672,2,29MAY2017,,.
30MAY2017,673,2,30MAY2017,,.
31MAY2017,674,2,31MAY2017,,.
03JUN2017,675,2,03JUN2017,,.
07JUN2017,676,2,07JUN2017,,.
27MAY2017,677,3,27MAY2017,,.
30MAY2017,678,3,30MAY2017,,.
22MAY2017,679,3,22MAY2017,,.
01JUN2017,680,3,01JUN2017,,.
28APR2014,681,2,28APR2014,,.
24JUN2017,682,3,24JUN2017,,.
06JUL2017,683,3,06JUL2017,,.
16JUL2017,684,3,16JUL2017,,.
31JUL2017,685,2,31JUL2017,,.
08AUG2017,686,2,08AUG2017,,.
11AUG2017,687,2,11AUG2017,,.
12AUG2017,688,2,12AUG2017,,.
16AUG2017,689,3,16AUG2017,,.
27AUG2017,690,3,27AUG2017,,.
23AUG2017,691,3,23AUG2017,,.
06SEP2017,692,2,06SEP2017,,.
14SEP2017,693,2,14SEP2017,,.
01OCT2017,694,2,01OCT2017,,.
12SEP2017,695,3,12SEP2017,,.
17OCT2017,696,3,17OCT2017,,.
14SEP2017,697,3,14SEP2017,,.
25SEP2017,698,3,25SEP2017,,.
05OCT2017,699,3,05OCT2017,,.
10OCT2017,700,3,10OCT2017,,.
30SEP2017,701,1,30SEP2017,,.
30OCT2017,702,3,30OCT2017,,.
28OCT2017,703,3,28OCT2017,,.
26SEP2017,704,2,26SEP2017,,.
06OCT2017,705,2,06OCT2017,,.
27NOV2017,706,3,27NOV2017,,.
28NOV2017,707,3,28NOV2017,12FEB2018,21
08DEC2017,708,3,08DEC2017,,.
26DEC2017,709,3,26DEC2017,,.
23DEC2017,710,3,23DEC2017,,.
20DEC2017,711,3,20DEC2017,,.
15DEC2017,712,3,15DEC2017,,.
24NOV2017,713,2,24NOV2017,,.
24NOV2017,714,2,24NOV2017,,.
29NOV2017,715,2,29NOV2017,,.
29NOV2017,716,2,29NOV2017,,.
03DEC2017,717,2,03DEC2017,,.
09DEC2017,718,2,09DEC2017,,.
31DEC2017,719,2,31DEC2017,,.
10SEP2017,720,2,10SEP2017,,.
28SEP2017,721,2,28SEP2017,,.
12NOV2017,722,2,12NOV2017,,.
19NOV2017,723,2,19NOV2017,,.
29NOV2017,724,2,29NOV2017,,.
